dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp,new_vaccinations
15/12/2021,15,12,2021,23190,129,Italy,IT,ITA,59641488,Europe,570561.0
16/12/2021,16,12,2021,26104,123,Italy,IT,ITA,59641488,Europe,590257.0
17/12/2021,17,12,2021,28615,120,Italy,IT,ITA,59641488,Europe,584103.0
18/12/2021,18,12,2021,28057,123,Italy,IT,ITA,59641488,Europe,544900.0
19/12/2021,19,12,2021,24303,97,Italy,IT,ITA,59641488,Europe,350692.0
20/12/2021,20,12,2021,16205,137,Italy,IT,ITA,59641488,Europe,546272.0
21/12/2021,21,12,2021,30783,153,Italy,IT,ITA,59641488,Europe,561263.0
22/12/2021,22,12,2021,36326,146,Italy,IT,ITA,59641488,Europe,552665.0
23/12/2021,23,12,2021,44585,168,Italy,IT,ITA,59641488,Europe,494281.0
24/12/2021,24,12,2021,50590,141,Italy,IT,ITA,59641488,Europe,237733.0
25/12/2021,25,12,2021,54787,144,Italy,IT,ITA,59641488,Europe,36639.0
26/12/2021,26,12,2021,24882,81,Italy,IT,ITA,59641488,Europe,183515.0
27/12/2021,27,12,2021,30799,142,Italy,IT,ITA,59641488,Europe,597015.0
28/12/2021,28,12,2021,78300,190,Italy,IT,ITA,59641488,Europe,651431.0
29/12/2021,29,12,2021,98016,148,Italy,IT,ITA,59641488,Europe,640768.0
30/12/2021,30,12,2021,127000,156,Italy,IT,ITA,59641488,Europe,582661.0
31/12/2021,31,12,2021,144255,155,Italy,IT,ITA,59641488,Europe,280811.0
